0	0	13.3273735046	10.23537393712388
1	1	11.1019020081	10.089628465163022
2	2	11.3358840942	9.943882993202163
3	3	11.6777610779	9.798137521241303
4	4	12.0209150314	9.652392049280445
5	5	9.50640392303	9.506646577319586
6	6	10.2592420578	9.360901105358726
7	7	10.0001001358	9.215155633397869
8	8	9.20341777802	9.069410161437009
9	9	9.39424705505	8.923664689476151
10	10	7.82633829117	8.777919217515292
11	11	7.90579414368	8.632173745554432
12	12	7.62437486649	8.486428273593575
13	13	8.23781776428	8.340682801632715
14	14	8.27657318115	8.194937329671856
15	15	8.5001001358	8.049191857710998
16	16	6.96429443359	7.903446385750138
17	17	8.24631118774	7.757700913789279
18	18	6.40322446823	7.61195544182842
19	19	6.51930236816	7.4662099698675615
20	20	6.10337781906	7.320464497906702
21	21	6.10337781906	7.174719025945843
22	22	6.40322446823	7.028973553984985
23	23	5.39298629761	6.883228082024125
24	24	5.14791536331	6.7374826100632665
25	25	3.80798649788	6.591737138102408
26	26	6.11392688751	6.445991666141548
27	27	5.59027004242	6.30024619418069
28	28	6.10756254196	6.154500722219831
29	29	6.04401636124	6.0087552502589725
30	30	3.92132925987	5.863009778298113
31	31	3.60565114021	5.717264306337254
32	32	5.14791536331	5.571518834376396
33	33	4.30126285553	5.425773362415536
34	34	5.83105182648	5.280027890454678
35	35	5.83105182648	5.134282418493819
36	36	3.04148125648	4.988536946532959
37	37	4.60987234116	4.842791474572101
38	38	5.35015583038	4.697046002611242
